year,country,countryISO,gini,lnGDPpc,lnGDPpc2,lnGDPpc3,lnGDPpc4,lnGDPpc5,rents,land,trade,fdi,area,gasoline,areaXgasoline,polity2,federal,lnGPDpcXfederal,aid,school,ethnic_gini,t1,t2,t3,t4,t5
1,Nicaragua,NIC,0.1124878,7.854834,61.69842,484.6308,3806.694681,29900.95481,0.069853,0.111351,0.592949,0.014182,120340,0.8985962,0.0108137,0.60000002,0,0,0.0754124,0.437543,0.0320727,1,0,0,0,0
2,Nicaragua,NIC,0.104112,7.949581,63.19583,502.3804,3993.71395,31748.35254,0.0336,0.14459,0.540159,0.042439,120340,0.6520743,0.0078471,0.80000001,0,0,0.0719241,0.479027,0.0318649,0,1,0,0,0
3,Nicaragua,NIC,0.0974739,8.0616,64.98939,523.9185,4223.621405,34049.14632,0.03023,0.163437,0.613481,0.040077,120340,0.6642429,0.0079935,0.80000001,0,0,0.0728333,0.583731,0.0312933,0,0,1,0,0
4,Nicaragua,NIC,0.0981569,8.173194,66.8011,545.9783,4462.386983,36471.95451,0.038785,0.162373,0.79329,0.051423,120340,0.7282998,0.0087644,0.86000001,0,0,0.0409437,0.671137,0.0308807,0,0,0,1,0
5,Nicaragua,NIC,0.0924167,8.228165,67.70269,557.0689,4583.655488,37715.07366,0.054063,0.146806,0.941139,0.076734,120340,1.033124,0.0124326,0.89999998,0,0,0.0263285,0.689086,0.0301153,0,0,0,0,1
1,Niger,NER,0.0328723,6.594428,43.48648,286.7684,1891.073999,12470.55133,0.069013,0.102518,0.372476,-0.001512,1266700,1.198128,0.1517669,0.80000001,0,0,0.0875227,0.066202,0.5434574,1,0,0,0,0
2,Niger,NER,0.0348068,6.591813,43.452,286.4275,1888.076185,12445.84514,0.093891,0.110402,0.42315,0.003656,1266700,0.9247528,0.1171384,-0.10000001,0,0,0.0553759,0.068992,0.5514176,0,1,0,0,0
3,Niger,NER,0.0333607,6.561653,43.05529,282.5138,1853.758005,12163.71677,0.075989,0.110697,0.425348,0.00633,1266700,0.8831751,0.1118718,0.51999998,0,0,0.0639219,0.075248,0.5563494,0,0,1,0,0
4,Niger,NER,0.0319116,6.57834,43.27456,284.6747,1872.687297,12319.17375,0.096526,0.115525,0.522534,0.04357,1266700,1.011919,0.1281798,0.42000002,0,0,0.060124,0.112885,0.5588603,0,0,0,1,0
5,Niger,NER,0.0260478,6.631035,43.97062,291.5707,1933.415878,12820.54836,0.102516,0.120471,0.692118,0.143719,1266700,0.9759345,0.1236216,0.5,0,0,0.065085,0.148129,0.512401,0,0,0,0,1
1,Nigeria,NGA,0.115281,7.839542,61.45842,481.8058,3777.137238,29611.02601,0.551257,0.333783,0.538166,0.074712,910770,0.0260463,0.0023722,-0.63333333,1,7.839542,0.0015856,,0.7258554,1,0,0,0,0
2,Nigeria,NGA,0.109377,7.81671,61.10095,477.6084,3733.326729,29182.33238,0.380233,0.369358,0.632677,0.037438,910770,0.155051,0.0141216,-0.30000001,1,7.81671,0.0010566,0.234154,0.7078759,0,1,0,0,0
3,Nigeria,NGA,0.1093984,7.947689,63.16575,502.0217,3989.913292,31710.58998,0.389895,0.362331,0.680488,0.026846,910770,0.3073881,0.027996,0.40000001,1,7.947689,0.0012302,0.288738,0.698136,0,0,1,0,0
4,Nigeria,NGA,0.1053602,8.298716,68.86868,571.5216,4742.896083,39359.94761,0.367472,0.396368,0.613193,0.040779,910770,0.5208911,0.0474412,0.40000001,1,8.298716,0.0094289,0.348985,0.6528434,0,0,0,1,0
5,Nigeria,NGA,0.095608,8.441649,71.26144,601.5641,5078.192523,42868.31883,0.185687,0.39161,0.466085,0.017734,910770,0.4710415,0.042901,0.40000001,1,8.441649,0.002829,0.438291,0.6010729,0,0,0,0,1
1,Norway,NOR,0.0762976,10.19472,103.9324,1059.562,10801.92628,110122.6139,0.103104,0.024265,0.695381,0.008386,333291.2,,,1,0,0,,1.14466,0.0008042,1,0,0,0,0
2,Norway,NOR,0.0744135,10.3677,107.4893,1114.417,11553.92882,119787.6679,0.107693,0.02551,0.723547,0.026378,333291.2,1.516371,0.0505393,1,0,0,,1.17206,0.0007957,0,1,0,0,0
3,Norway,NOR,0.0686273,10.62577,112.907,1199.724,12747.98796,135457.188,0.164161,0.026845,0.714713,0.016534,333291.2,1.442981,0.0480933,1,0,0,,1.14286,0.0007701,0,0,1,0,0
4,Norway,NOR,0.0646506,10.86033,117.9467,1280.94,13911.44001,151082.8293,0.186154,0.027907,0.728146,0.041469,333291.2,1.628751,0.0542848,1,0,0,,1.1313,0.0007484,0,0,0,1,0
5,Norway,NOR,0.0630469,10.91074,119.0443,1298.863,14171.53283,154621.9101,0.129604,0.025403,0.692461,0.043382,333291.2,2.069599,0.0689779,1,0,0,,1.12375,0.0007364,0,0,0,0,1
1,Oman,OMN,0.0694654,10.42514,108.6836,1133.042,11812.11274,123142.929,0.314673,0.001002,0.797198,0.008553,309500,,,-0.89999998,0,0,0.0024049,0.569443,0.3506995,1,0,0,0,0
2,Oman,OMN,0.0654783,10.5265,110.8073,1166.414,12278.23607,129246.852,0.308796,0.00095,0.863481,0.004237,309500,0.361251,0.0111807,-0.89999998,0,0,0.0030447,0.696409,0.3403819,0,1,0,0,0
3,Oman,OMN,0.0594702,10.58508,112.0439,1185.994,12553.8397,132883.3975,0.434119,0.000989,0.820901,0.003106,309500,0.3345017,0.0103528,-0.83999997,0,0,0.000894,0.833285,0.3320995,0,0,1,0,0
4,Oman,OMN,0.0586292,10.60072,112.3754,1191.26,12628.20008,133868.0131,0.52605,0.000963,0.909185,0.050146,309500,0.2940789,0.0091017,-0.80000001,0,0,0.0009012,0.88659,0.3365269,0,0,0,1,0
5,Oman,OMN,0.0561165,10.64115,113.2341,1204.941,12821.95536,136440.3503,0.435647,0.001054,0.963816,0.015727,309500,0.2764127,0.008555,-0.80000001,0,0,-0.0002897,0.956347,0.333237,0,0,0,0,1
1,Pakistan,PAK,0.0436773,7.944716,63.11852,501.4587,3983.946598,31651.32428,0.032093,0.269908,0.373208,0.007267,770880,,,0.80000001,1,7.944716,0.0053413,0.271858,0.4029218,1,0,0,0,0
2,Pakistan,PAK,0.0440508,7.980581,63.68968,508.2806,4056.374459,32372.22494,0.033888,0.274982,0.355294,0.010907,770880,0.5547422,0.042764,0.47999999,1,7.980581,0.0032849,,0.3831588,0,1,0,0,0
3,Pakistan,PAK,0.042648,8.034943,64.5603,518.7383,4168.0335,33489.91159,0.048846,0.278277,0.304367,0.007734,770880,0.5992496,0.046195,-0.54000002,1,8.034943,0.0043441,0.229385,0.3870842,0,0,1,0,0
4,Pakistan,PAK,0.0456742,8.207209,67.35828,552.8234,4537.137827,37237.2384,0.069234,0.271708,0.343183,0.026763,770880,0.8793244,0.0677854,0.04,1,8.207209,0.0036571,0.312165,0.3982821,0,0,0,1,0
5,Pakistan,PAK,0.0458396,8.243824,67.96063,560.2555,4618.647793,38075.31952,0.043166,0.270025,0.328714,0.007115,770880,0.889266,0.0685517,0.60000002,1,8.243824,0.0040193,0.352028,0.3935838,0,0,0,0,1
1,Palau,PLW,0.1134073,9.389045,88.15416,827.6833,7771.156985,72963.74264,0,0.021739,0.752497,0.012128,460,,,,,,2.820468,,,1,0,0,0,0
2,Palau,PLW,0.1120158,9.482432,89.91653,852.6274,8084.979964,76665.27273,0,0.021739,0.763645,0.144284,460,,,,,,2.215856,1.01162,,0,1,0,0,0
3,Palau,PLW,0.0835729,9.480295,89.876,852.051,8077.694169,76578.92365,0,0.021739,1.0633,0.03499,460,,,,,,0.7447884,0.960485,,0,0,1,0,0
4,Palau,PLW,0.1139391,9.499003,90.23106,857.1052,8141.643827,77337.49913,0,0.021739,1.16915,0.011725,460,,,,,,0.6244116,0.983659,,0,0,0,1,0
5,Palau,PLW,0.1145821,9.438067,89.07712,840.7158,7934.731294,74888.52558,0,0.021739,1.34441,0.022399,460,,,,,,0.3918277,,,0,0,0,0,1
1,Panama,PAN,0.0691146,8.953255,80.16077,717.6998,6425.749864,57531.3771,0.006287,0.067259,1.93549,0.032352,74340,0.5599948,0.004163,0.83333331,0,0,0.0062461,0.600712,0.6446619,1,0,0,0,0
2,Panama,PAN,0.0590589,9.02142,81.38601,734.2173,6623.684059,59755.03584,0.004062,0.068873,1.66949,0.075526,74340,0.4777836,0.0035518,0.89999998,0,0,0.0022173,0.631875,0.5920872,0,1,0,0,0
3,Panama,PAN,0.058455,9.099402,82.79913,753.4225,6855.693736,62382.71329,0.003646,0.073715,1.32888,0.047273,74340,0.5681195,0.0042234,0.89999998,0,0,0.0013445,0.665808,0.5643516,0,0,1,0,0
4,Panama,PAN,0.056772,9.348845,87.40089,817.0974,7638.917816,71415.05863,0.005559,0.072854,1.4477,0.095813,74340,0.6501426,0.0048332,0.89999998,0,0,0.0003209,0.677681,0.5470165,0,0,0,1,0
5,Panama,PAN,0.0547322,9.580757,91.79091,879.4264,8425.570184,80723.34052,0.008037,0.072415,1.50929,0.10298,74340,0.8453655,0.0062844,0.89999998,0,0,0.0021465,0.746978,0.5370235,0,0,0,0,1
1,Papua New Guinea,PNG,0.0588991,7.547795,56.96922,429.992,3245.490815,24496.29935,0.318319,0.004254,0.92148,0.015542,452860,,,0.40000001,0,0,0.1005106,0.120611,0.2729307,1,0,0,0,0
2,Papua New Guinea,PNG,0.0602082,7.52702,56.65604,426.4511,3209.905744,24161.02474,0.301669,0.004363,1.06124,0.047925,452860,0.4777836,0.0216369,0.40000001,0,0,0.0829987,0.156897,0.2273782,0,1,0,0,0
3,Papua New Guinea,PNG,0.0632535,7.373771,54.37249,400.9303,2956.368621,21799.58521,0.391257,0.004814,1.21291,0.018935,452860,0.7827882,0.0354493,0.40000001,0,0,0.067934,,0.2072052,0,0,1,0,0
4,Papua New Guinea,PNG,0.0687084,7.419751,55.05271,408.4774,3030.800317,22487.78368,0.476719,0.005918,,0.014527,452860,0.8714739,0.0394656,0.40000001,0,0,0.0502829,,0.188423,0,0,0,1,0
5,Papua New Guinea,PNG,0.0602767,7.602534,57.79852,439.4152,3340.669287,25397.55183,0.373675,0.006625,,-0.008681,452860,,,0.43333334,0,0,0.0516867,0.401571,0.2286194,0,0,0,0,1
1,Paraguay,PRY,0.1423349,8.606751,74.07617,637.5552,5487.277892,47227.63448,0.069665,0.059149,1.08727,0.014727,397300,0.5599948,0.0222486,0.69999999,0,0,0.0056756,0.362749,0.1417056,1,0,0,0,0
2,Paraguay,PRY,0.1290219,8.666858,75.11443,651.006,5642.177232,48899.94888,0.053342,0.068462,1.00765,0.019892,397300,0.5422677,0.0215443,0.68000001,0,0,0.0045565,0.478128,0.1368567,0,1,0,0,0
3,Paraguay,PRY,0.1258824,8.566523,73.38531,628.6569,5385.40465,46134.1928,0.065553,0.080468,0.892823,0.006824,397300,0.6848126,0.0272076,0.74000001,0,0,0.002608,0.652905,0.152251,0,0,1,0,0
4,Paraguay,PRY,0.1212956,8.634507,74.55472,643.7432,5558.404952,47994.08647,0.053052,0.091654,1.03067,0.008649,397300,1.012892,0.0402422,0.80000001,0,0,0.0030895,0.66291,0.1544334,0,0,0,1,0
5,Paraguay,PRY,0.1075828,8.745514,76.48402,668.892,5849.80457,51159.54776,0.046397,0.102441,1.02679,0.01842,397300,1.342474,0.0533365,0.80000001,0,0,0.002491,0.686834,0.1132244,0,0,0,0,1
1,Peru,PER,0.0845997,8.488037,72.04678,611.5357,5190.737372,44059.17087,0.030778,0.02813,0.291964,0.031737,1280000,0.7292955,0.0933498,-0.03333334,0,0,0.0058547,0.666377,0.3522691,1,0,0,0,0
2,Peru,PER,0.0762312,8.642778,74.69762,645.595,5579.733172,48224.39511,0.022246,0.031094,0.329069,0.044098,1280000,0.7352896,0.0941171,0.1,0,0,0.0042622,0.757039,0.3370295,0,1,0,0,0
3,Peru,PER,0.0762693,8.697617,75.64854,657.9619,5722.701828,49773.8687,0.029461,0.030609,0.365821,0.024849,1280000,0.9516951,0.121817,0.81999999,0,0,0.0040527,0.854787,0.3344964,0,0,1,0,0
4,Peru,PER,0.0733877,8.932409,79.78793,712.6985,6366.11386,56864.73274,0.120557,0.028516,0.508914,0.04751,1280000,1.250053,0.1600067,0.89999998,0,0,0.0022717,0.883441,0.3273747,0,0,0,1,0
5,Peru,PER,0.0714955,9.135231,83.45245,762.3574,6964.310647,63620.58652,0.131698,0.029818,0.523347,0.054578,1280000,1.353438,0.17324,0.89999998,0,0,0.000875,0.90464,0.3273774,0,0,0,0,1
1,Philippines,PHL,0.1339453,8.135262,66.1825,538.412,4380.121693,35633.43756,0.013538,0.180602,0.69428,0.0173,298170,,,0.80000001,0,0,0.0091251,0.746804,0.5359439,1,0,0,0,0
2,Philippines,PHL,0.1212069,8.206466,67.34608,552.6733,4535.495058,37220.38599,0.010205,0.173894,0.944321,0.019958,298170,0.4055179,0.0120913,0.80000001,0,0,0.0041825,0.758144,0.5103082,0,1,0,0,0
3,Philippines,PHL,0.1130577,8.272916,68.44114,566.2078,4684.189527,38751.90649,0.011394,0.166704,1.02113,0.012507,298170,0.4436414,0.0132281,0.80000001,0,0,0.0028099,0.796365,0.483187,0,0,1,0,0
4,Philippines,PHL,0.1145867,8.425226,70.98444,598.0599,5038.78975,42452.94241,0.031405,0.174397,0.842623,0.015565,298170,0.7905,0.0235703,0.80000001,0,0,0.0013923,0.826058,0.494222,0,0,0,1,0
5,Philippines,PHL,0.1056776,8.545987,73.0339,624.1467,5333.949644,45583.86432,0.039407,0.182726,0.679264,0.009056,298170,1.023696,0.0305236,0.80000001,0,0,0.0002932,,0.4625037,0,0,0,0,1
1,Poland,POL,0.035189,9.002773,81.04993,729.6741,6569.089806,59140.02434,0.012513,0.467335,0.415537,0.014262,305529.5,,,0.80000001,0,0,0.0068586,0.926138,0.003922,1,0,0,0,0
2,Poland,POL,0.0302347,9.239222,85.36321,788.6896,7286.879869,67325.1008,0.008559,0.459362,0.505845,0.033194,305529.5,0.6501582,0.0198642,0.89999998,0,0,0.0055427,0.964291,0.0034554,0,1,0,0,0
3,Poland,POL,0.0284432,9.437371,89.06397,840.5298,7932.391,74860.91678,0.011333,0.430106,0.641998,0.035278,305529.5,0.9966927,0.0304519,0.95999998,0,0,0.003927,1.01524,0.0031888,0,0,1,0,0
4,Poland,POL,0.0285323,9.666136,93.43418,903.1475,8729.946958,84384.85457,0.018347,0.407829,0.774918,0.043982,305529.5,1.293495,0.0395201,1,0,0,,0.981611,0.0033515,0,0,0,1,0
5,Poland,POL,0.0217777,9.874176,97.49935,962.7258,9506.123578,93865.13729,0.020297,0.360232,0.870337,0.027475,305529.5,1.474237,0.0450423,1,0,0,,0.974121,0.0020891,0,0,0,0,1
1,Portugal,PRT,0.0627896,9.685423,93.80742,908.5645,8799.831801,85230.09332,0.006359,0.244627,0.558797,0.01543,91488.95,,,1,0,0,,0.899316,0.0424011,1,0,0,0,0
2,Portugal,PRT,0.0570704,9.788783,95.82027,937.9639,9181.524645,89875.95236,0.00402,0.210929,0.619013,0.014061,91488.95,1.188632,0.0108747,1,0,0,,1.04369,0.033723,0,1,0,0,0
3,Portugal,PRT,0.0542626,9.936253,98.72912,980.9974,9747.439863,96853.02858,0.004062,0.172918,0.6357,0.034615,91488.95,1.112845,0.0101813,1,0,0,,1.04052,0.0293634,0,0,1,0,0
4,Portugal,PRT,0.0513421,10.06453,101.2948,1019.485,10260.62924,103268.4108,0.005311,0.131164,0.666687,0.0317,91488.95,1.503058,0.0137513,1,0,0,,1.01453,0.0229251,0,0,0,1,0
5,Portugal,PRT,0.0484417,10.07201,101.4454,1021.758,10291.16623,103652.7292,0.006954,0.121044,0.718435,0.045277,91488.95,1.780749,0.0162919,1,0,0,,1.11282,0.0175366,0,0,0,0,1
1,Puerto Rico,PRI,0.0331504,10.08598,101.7271,1026.017,10348.38102,104373.564,0,0.043968,1.30754,,8870,,,,,,,,4.42E-17,1,0,0,0,0
2,Puerto Rico,PRI,0.0296347,10.20086,104.0575,1061.475,10827.97262,110454.6328,0,0.047148,1.25591,,8870,,,,,,,,0,0,1,0,0,0
3,Puerto Rico,PRI,0.0304372,10.36462,107.4253,1113.422,11540.20534,119609.8431,0,0.07274,1.39672,,8870,,,,,,,,2.28E-17,0,0,1,0,0
4,Puerto Rico,PRI,0.0316778,10.38717,107.8932,1120.705,11640.96432,120916.6753,0,0.070124,1.44074,,8870,,,,,,,0.852228,5.26E-17,0,0,0,1,0
5,Puerto Rico,PRI,0.0277112,10.31869,106.4754,1098.686,11337.00299,116983.0194,0,0.067681,1.29652,,8870,,,,,,,0.806442,3.77E-17,0,0,0,0,1
1,Qatar,QAT,0.0366203,11.1408,124.1173,1382.766,15405.1351,171625.5291,0.296095,0.011197,0.786499,0.017879,11610,,,-1,,,0.000134,0.976169,1.75E-16,1,0,0,0,0
2,Qatar,QAT,0.0314472,11.34429,128.6928,1459.928,16561.86653,187882.6168,0.318485,0.011197,0.864831,0.025787,11610,0.1864521,0.0002165,-1,,,0.000121,0.955844,8.89E-17,0,1,0,0,0
3,Qatar,QAT,0.0299145,11.55895,133.6092,1544.382,17851.45175,206344.0383,0.450133,0.010508,0.907177,0.025515,11610,0.2167559,0.0002517,-1,,,0.0000985,0.93927,5.55E-17,0,0,1,0,0
4,Qatar,QAT,0.0277465,11.62441,135.1269,1570.771,18259.28122,212253.3713,0.441249,0.011473,0.918017,0.05769,11610,0.1941484,0.0002254,-1,,,,1.00074,7.24E-17,0,0,0,1,0
5,Qatar,QAT,0.0171004,11.67156,136.2253,1589.962,18557.33586,216593.0589,0.275007,0.011771,0.917015,0.012844,11610,0.2043982,0.0002373,-1,,,,1.07953,5.13E-17,0,0,0,0,1
1,Republic of Congo,COG,0.0786169,8.398904,70.54159,592.472,4976.115694,41793.91801,0.483449,0.014036,0.880177,0.050563,341500,,,0.5,0,0,0.026901,0.494867,0.3475386,1,0,0,0,0
2,Republic of Congo,COG,0.0756879,8.325613,69.31583,577.0968,4804.684542,40001.94408,0.561268,0.01422,1.34555,0.073439,341500,0.8390347,0.028653,-0.16000001,0,0,0.0261723,0.485246,0.3832608,0,1,0,0,0
3,Republic of Congo,COG,0.0854615,8.340347,69.56139,580.1662,4838.786712,40357.16023,0.647963,0.014348,1.35666,0.055881,341500,0.7465583,0.025495,-0.46000001,0,0,0.0073658,0.415744,0.4248404,0,0,1,0,0
4,Republic of Congo,COG,0.1043869,8.412124,70.76382,595.274,5007.519663,42123.87634,0.682005,0.014407,1.32655,0.209065,341500,0.8411633,0.0287257,-0.40000001,0,0,0.0343975,,0.5286672,0,0,0,1,0
5,Republic of Congo,COG,0.0964175,8.510371,72.42641,616.3757,5245.585526,44641.87894,0.699998,0.014934,1.43014,0.199199,341500,1.079924,0.0368794,-0.40000001,0,0,0.027861,0.536632,0.4995923,0,0,0,0,1
1,Romania,ROU,0.0526689,8.686164,75.44944,655.3662,5692.618756,49447.0201,0.080636,0.40726,0.556203,0.005991,229787.4,,,,,,0.0022029,0.799181,0.0783638,1,0,0,0,0
2,Romania,ROU,0.0414662,8.772325,76.95368,675.0626,5921.869774,51948.56627,0.052298,0.40669,0.61019,0.026232,229787.4,0.485722,0.0111613,,,,0.0030798,0.780471,0.0646989,0,1,0,0,0
3,Romania,ROU,0.0391669,8.949981,80.10216,716.9127,6416.356021,57426.26447,0.057628,0.403922,0.757495,0.039439,229787.4,0.7332859,0.01685,,,,0.0053724,0.804777,0.0663952,0,0,1,0,0
4,Romania,ROU,0.0417711,9.422513,88.78375,836.566,7882.554483,74273.47209,0.036386,0.383619,0.733085,0.064125,229787.4,1.125756,0.0258684,,,,,0.863761,0.0719766,0,0,0,1,0
5,Romania,ROU,0.040918,9.639413,92.91828,895.6777,8633.807313,83224.83445,0.026836,0.39029,0.823737,0.016322,229787.4,1.406766,0.0323257,,,,,0.953021,0.0591897,0,0,0,0,1
1,Russia,RUS,0.0830012,8.997829,80.96094,728.4727,6554.671654,58977.8147,0.154366,0.07933,0.767431,0.002351,1.64E+07,,,0.36666667,1,8.997829,0.0024192,0.914623,0.3719844,1,0,0,0,0
2,Russia,RUS,0.0876839,8.805763,77.54147,682.8118,6012.678331,52946.22038,0.188336,0.077175,0.551061,0.01018,1.64E+07,0.3766585,0.6169698,0.30000001,1,8.805763,0.0020693,0.913473,0.3776769,0,1,0,0,0
3,Russia,RUS,0.0887207,9.101176,82.83141,753.8633,6861.041585,62443.54701,0.344388,0.075258,0.609246,0.014814,1.64E+07,0.4389861,0.719063,0.60000002,1,9.101176,0.0013933,0.917077,0.3889148,0,0,1,0,0
4,Russia,RUS,0.0900256,9.666706,93.44521,903.3074,8732.006317,84409.73786,0.305849,0.074285,0.529941,0.035243,1.64E+07,0.7860799,1.287606,0.48000002,1,9.666706,,,0.3994962,0,0,0,1,0
5,Russia,RUS,0.0856747,9.892056,97.85276,967.965,9575.16497,94718.06809,0.205568,0.073528,0.514038,0.027434,1.64E+07,0.814584,1.334296,0.40000001,1,9.892056,,0.935974,0.3660932,0,0,0,0,1
1,Rwanda,RWA,0.0918625,6.587922,43.40072,285.9205,1883.622173,12409.15596,0.083363,0.328334,0.40202,0.001349,24670,1.211151,0.0029879,-0.66666669,0,0,0.2524726,0.15731,0.1615547,1,0,0,0,0
2,Rwanda,RWA,0.0898288,6.503266,42.29247,275.0392,1788.652906,11632.08563,0.097231,0.319092,0.312423,0.001846,24670,0.8390347,0.0020699,-0.60000002,0,0,0.156595,0.09147,0.140613,0,1,0,0,0
3,Rwanda,RWA,0.087867,6.628367,43.93525,291.219,1930.306112,12794.77733,0.061724,0.423916,0.325173,0.003061,24670,0.973281,0.0024011,-0.36000001,0,0,0.0889461,0.121863,0.1097726,0,0,1,0,0
4,Rwanda,RWA,0.0940003,6.883432,47.38163,326.1483,2245.019439,15453.43865,0.062184,0.466559,0.381304,0.015726,24670,1.173515,0.0028951,-0.30000001,0,0,0.0955481,0.213478,0.1178429,0,0,0,1,0
5,Rwanda,RWA,0.0777813,7.075762,50.06641,354.258,2506.645198,17736.42484,0.061823,0.489362,0.423081,0.015381,24670,1.497126,0.0036934,-0.40000001,0,0,0.0958138,0.311714,0.1389877,0,0,0,0,1
1,Saint Kitts and Nevis,KNA,0.0324791,9.52105,90.6504,863.087,8217.49377,78239.16906,0,0.294872,1.26414,0.069167,260,,,,,,0.034914,0.835677,0,1,0,0,0,0
2,Saint Kitts and Nevis,KNA,0.0284547,9.669405,93.49739,904.0641,8741.762508,84527.6421,0,0.246154,1.23151,0.120775,260,,,,,,0.0207735,,8.44E-17,0,1,0,0,0
3,Saint Kitts and Nevis,KNA,0.0289358,9.758859,95.23532,929.3881,9069.767886,88510.58597,0,0.269231,0.887878,0.1722,260,,,,,,0.0310708,0.93077,1.73E-16,0,0,1,0,0
4,Saint Kitts and Nevis,KNA,0.028159,9.880503,97.62434,964.5775,9530.511669,94166.24914,0,0.153385,0.866381,0.193595,260,,,,,,0.0285123,0.981012,1.38E-16,0,0,0,1,0
5,Saint Kitts and Nevis,KNA,0.0284632,9.806458,96.16663,943.054,9248.018515,90690.30515,0,0.185897,0.827424,0.148254,260,,,,,,0.040087,0.959959,1.43E-16,0,0,0,0,1
1,Saint Lucia,LCA,0.033228,8.94596,80.0302,715.947,6404.832964,57297.3795,0.000434,0.043169,1.40869,0.07264,610,,,,,,0.04384,0.653739,0,1,0,0,0,0
2,Saint Lucia,LCA,0.0299202,9.020284,81.36552,733.9401,6620.348405,59717.42279,0.000353,0.032131,1.276,0.08339,610,,,,,,0.0369524,0.726367,0,0,1,0,0,0
3,Saint Lucia,LCA,0.0278567,9.076542,82.38361,747.7583,6787.059967,61603.03485,0.000318,0.032787,1.04139,0.087388,610,,,,,,0.0153844,0.740394,0,0,0,1,0,0
4,Saint Lucia,LCA,0.02587,9.156996,83.85057,767.8193,7030.919053,64382.09764,0.00037,0.045902,1.09925,0.160542,610,,,,,,0.0168611,0.874558,0,0,0,0,1,0
5,Saint Lucia,LCA,0.0247984,9.13739,83.4919,762.8981,6970.8967,63695.80179,0.000471,0.04918,1.08125,0.076803,610,,,,,,0.0245941,0.936499,1.10E-16,0,0,0,0,1
1,Saint Vincent and the Grenadines,VCT,0.0580835,8.600024,73.96042,636.0614,5470.142662,47043.35817,0.000895,0.119658,1.20692,0.127992,390,,,,,,0.0506198,,0,1,0,0,0,0
2,Saint Vincent and the Grenadines,VCT,0.0480509,8.709384,75.85337,660.6361,5753.733689,50111.47613,0.000685,0.128205,1.23601,0.206596,390,,,,,,0.0643198,,0,0,1,0,0,0
3,Saint Vincent and the Grenadines,VCT,0.0431582,8.902988,79.26321,705.6794,6282.654134,55934.39436,0.000442,0.128205,0.888153,0.091646,390,,,,,,0.0165142,0.870638,0,0,0,1,0,0
4,Saint Vincent and the Grenadines,VCT,0.0454635,9.103923,82.88141,754.546,6869.328785,62537.84032,0.000489,0.128205,0.890632,0.163658,390,,,,,,0.0375729,1.02799,0,0,0,0,1,0
5,Saint Vincent and the Grenadines,VCT,0.0470587,9.087085,82.57511,750.367,6818.649419,61961.64685,0.000666,0.128205,0.839589,0.14525,390,,,,,,0.0186155,1.04014,0,0,0,0,0,1
1,Samoa,WSM,0.0981475,8.055256,64.88715,522.6826,4210.342135,33915.38374,0.039002,0.060071,0.648369,0.02964,2830,,,,0,0,0.1977507,0.764758,,1,0,0,0,0
2,Samoa,WSM,0.0797359,8.160023,66.58597,543.343,4433.692115,36179.02963,0.025511,0.059576,0.825284,0.021765,2830,,,,0,0,0.1138674,0.770311,,0,1,0,0,0
3,Samoa,WSM,0.058479,8.35461,69.79951,583.1478,4871.971352,40703.42058,0.008275,0.046643,0.855767,0.001081,2830,,,,0,0,0.1063683,0.815378,,0,0,1,0,0
4,Samoa,WSM,0.096056,8.502244,72.28815,614.6115,5225.577069,44429.13128,0.005532,0.034134,0.804717,0.030488,2830,,,,0,0,0.0926975,0.841771,,0,0,0,1,0
5,Samoa,WSM,0.0736486,8.512195,72.45746,616.772,5250.084048,44689.73919,0.008122,0.028269,0.80071,0.016086,2830,0.9359705,0.0002649,,0,0,0.1785281,0.865811,,0,0,0,0,1
3,Sao Tome and Principe,STP,0.0035667,7.595177,57.68671,438.1407,3327.756933,25274.90292,0.026451,0.075,0.71511,0.03929,960,,,,,,0.2070141,0.376486,0.0364324,0,0,1,0,0
4,Sao Tome and Principe,STP,0.0038199,7.728813,59.73455,461.6771,3568.21651,27578.07815,0.029816,0.088542,0.675896,0.233665,960,,,,,,0.1258845,0.463687,0.0331873,0,0,0,1,0
5,Sao Tome and Principe,STP,0.0023309,7.819053,61.13759,478.0381,3737.804889,29226.09453,0.028482,0.089931,0.696264,0.155509,960,,,,,,0.1543052,0.614895,0.0296365,0,0,0,0,1
1,Saudi Arabia,SAU,0.0408978,10.39851,108.129,1124.381,11691.88285,121578.1607,0.35636,0.01704,0.680667,0.004122,2149690,,,-1,0,0,0.0000826,,0.000973,1,0,0,0,0
2,Saudi Arabia,SAU,0.0426885,10.38395,107.8264,1119.664,11626.53633,120729.372,0.305831,0.016641,0.625306,0.004532,2149690,0.1908319,0.041023,-1,0,0,0.0000316,,0.0014469,0,1,0,0,0
3,Saudi Arabia,SAU,0.0426267,10.37483,107.6371,1116.717,11585.74476,120200.1324,0.404011,0.016646,0.685552,-0.003431,2149690,0.2589691,0.0556703,-1,0,0,0.0000353,,0.001241,0,0,1,0,0
4,Saudi Arabia,SAU,0.0413595,10.51096,110.4803,1161.253,12205.8923,128295.6457,0.552847,0.015752,0.895446,0.060967,2149690,0.1517826,0.0326286,-1,0,0,-0.0000277,0.945241,0.0015058,0,0,0,1,0
5,Saudi Arabia,SAU,0.0424298,10.68024,114.0675,1218.268,13011.40059,138964.8811,0.473467,0.014545,0.840916,0.032149,2149690,0.1426646,0.0306685,-1,0,0,,1.12876,0.0017684,0,0,0,0,1
