year,country,countryISO,gini,lnGDPpc,lnGDPpc2,lnGDPpc3,lnGDPpc4,lnGDPpc5,rents,land,trade,fdi,area,gasoline,areaXgasoline,polity2,federal,lnGPDpcXfederal,aid,school,ethnic_gini,t1,t2,t3,t4,t5
1,Senegal,SEN,0.1460469,7.365435,54.24963,399.5722,2943.022652,21676.64205,0.024621,0.157724,0.578493,0.006889,192530,1.601846,0.0308403,-0.1,0,0,0.079991,0.154862,0.4755986,1,0,0,0,0
2,Senegal,SEN,0.1447695,7.385001,54.53824,402.765,2974.419597,21966.0917,0.032811,0.154075,0.627758,0.017943,192530,0.9871252,0.0190051,-0.1,0,0,0.0613373,0.147616,0.4635479,0,1,0,0,0
3,Senegal,SEN,0.144835,7.466702,55.75163,416.2808,3108.245224,23208.34083,0.024614,0.158718,0.662827,0.010375,192530,0.9222098,0.0177553,0.80000001,0,0,0.0526678,0.174783,0.4637337,0,0,1,0,0
4,Senegal,SEN,0.1420845,7.548941,56.98651,430.1878,3247.462347,24514.90166,0.029683,0.172929,0.711003,0.0282,192530,1.261262,0.0242831,0.74000001,0,0,0.0519642,0.257879,0.4714342,0,0,0,1,0
5,Senegal,SEN,0.1357047,7.567629,57.26901,433.3907,3279.739355,24819.85066,0.04768,0.191312,0.661929,0.02122,192530,1.465491,0.0282151,0.69999999,0,0,0.0486488,0.387081,0.4529428,0,0,0,0,1
2,Serbia,SRB,0.0388553,8.745086,76.47652,668.7938,5848.65951,51147.0304,0.007332,,0.384981,0.014303,87460,0.8190523,0.0071634,,0,0,0.0074757,0.941809,0.084173,0,1,0,0,0
3,Serbia,SRB,0.0371069,8.899994,79.20989,704.9675,6274.207181,55840.40626,0.023629,,0.560188,0.033062,87460,0.8205463,0.0071765,,0,0,0.0380987,0.892222,0.0679869,0,0,1,0,0
4,Serbia,SRB,0.0396212,9.214841,84.91329,782.4625,7210.267609,66441.46959,0.021062,0.377801,0.77804,0.086372,87460,1.301362,0.0113817,0.80000001,0,0,0.0150366,0.897992,0.0734966,0,0,0,1,0
5,Serbia,SRB,0.0373811,9.3093,86.66307,806.7726,7510.487093,69917.3775,0.039789,0.376134,0.849095,0.040411,87460,1.459924,0.0127685,0.80000001,0,0,0.01296,0.915322,0.0714799,0,0,0,0,1
1,Sierra Leone,SLE,0.0950146,6.906761,47.70334,329.4756,2275.609364,15717.09,0.13094,0.067285,0.575043,-0.007031,71885.27,0.6381336,0.0045872,-0.69999999,0,0,0.0806087,,0.2833693,1,0,0,0,0
2,Sierra Leone,SLE,0.0930824,6.805544,46.31543,315.2018,2145.118976,14598.70158,0.146074,0.06711,0.383969,0.002429,71885.27,0.7108488,0.00511,-0.05999999,0,0,0.0535962,,0.2893897,0,1,0,0,0
3,Sierra Leone,SLE,0.1019693,6.845685,46.8634,320.812,2196.178552,15034.34657,0.089988,0.114952,0.449344,0.025572,71885.27,0.6680501,0.0048023,0.34,0,0,0.1042605,0.264358,0.2988969,0,0,1,0,0
4,Sierra Leone,SLE,0.1086069,7.004284,49.06,343.6302,2406.883046,16858.49241,0.102171,0.166629,0.42065,0.039469,71885.27,0.8972202,0.0064497,0.62,0,0,0.0726876,,0.3148606,0,0,0,1,0
5,Sierra Leone,SLE,0.0986925,7.124832,50.76323,361.6795,2576.905624,18360.01965,0.10922,0.182379,0.71777,0.160387,71885.27,0.8862574,0.0063709,0.69999999,0,0,0.0582231,,0.343634,0,0,0,0,1
1,Slovakia,SVK,0.0218203,9.14589,83.64731,765.0291,6996.871448,63992.61661,0.010337,0.324636,1.20712,0.012763,48098.89,,,0.69999999,0,0,0.002,0.874783,0.049109,1,0,0,0,0
2,Slovakia,SVK,0.0204967,9.35004,87.42326,817.4109,7642.824291,71460.71284,0.008419,0.322079,1.09867,0.011714,48098.89,0.7580487,0.0036461,0.77999997,0,0,0.0036287,0.881771,0.0371106,0,1,0,0,0
3,Slovakia,SVK,0.0223063,9.553331,91.26614,871.8957,8329.507068,79574.53809,0.007958,0.298782,1.24469,0.063054,48098.89,0.9277112,0.0044622,0.89999998,0,0,0.0033976,0.887307,0.045565,0,0,1,0,0
4,Slovakia,SVK,0.0272886,9.888801,97.78838,967.0098,9562.568283,94562.3348,0.005758,0.28733,1.56744,0.041959,48098.89,1.382647,0.0066504,0.98000002,0,0,,0.925735,0.0623418,0,0,0,1,0
5,Slovakia,SVK,0.0260065,10.02064,100.4132,1006.204,10082.81596,101036.2689,0.006777,0.289429,1.68612,0.025922,48098.89,1.638255,0.0078798,1,0,0,,0.93399,0.0610886,0,0,0,0,1
2,Slovenia,SVN,0.0227603,9.785275,95.75159,936.9557,9168.37021,89715.0238,0.003259,0.089672,0.945643,0.009141,20140,0.7444792,0.0014994,1,0,0,0.0024664,0.927803,0.0000979,0,1,0,0,0
3,Slovenia,SVN,0.0212896,9.981465,99.62965,994.4499,9926.065873,99076.6791,0.003485,0.0857,1.05006,0.027098,20140,0.895254,0.001803,1,0,0,0.0027519,0.970626,0.0002249,0,0,1,0,0
4,Slovenia,SVN,0.0215545,10.15029,103.0284,1045.769,10614.84855,107743.791,0.002917,0.087785,1.26498,0.021818,20140,1.143651,0.0023033,1,0,0,,0.971901,0.0002637,0,0,0,1,0
5,Slovenia,SVN,0.020553,10.13337,102.6852,1040.547,10544.24774,106848.7638,0.004263,0.084492,1.36013,0.008081,20140,1.572149,0.0031663,1,0,0,,0.977582,0.0002259,0,0,0,0,1
1,Solomon Islands,SLB,0.0511104,7.514789,56.47205,424.3756,3189.092851,23965.35987,0.10446,0.00393,1.03053,0.032934,27990,,,0.80000001,,,0.1459293,0.169412,0.4255441,1,0,0,0,0
2,Solomon Islands,SLB,0.0652265,7.563574,57.20765,432.6943,3272.715408,24753.42517,0.095083,0.004502,0.91178,0.022656,27990,,,0.80000001,,,0.0991704,0.256463,0.5816326,0,1,0,0,0
3,Solomon Islands,SLB,0.0514827,7.230838,52.28502,378.0645,2733.723126,19767.10906,0.110542,0.005431,0.594101,0.003201,27990,,,0.2,,,0.2419976,0.255755,0.4393169,0,0,1,0,0
4,Solomon Islands,SLB,0.0552781,7.321423,53.60324,392.452,2873.306775,21036.69431,0.251905,0.005931,0.992249,0.11142,27990,,,0.80000001,,,0.4234988,0.33696,0.4656421,0,0,0,1,0
5,Solomon Islands,SLB,0.0725677,7.434849,55.27699,410.976,3055.54448,22717.51182,0.314996,0.00655,1.32504,0.198898,27990,,,0.80000001,,,0.3639697,0.483174,0.6590489,0,0,0,0,1
5,Somalia,SOM,0.084208,6.301199,39.70511,250.1898,1576.495668,9933.812925,,0.017534,,,627340,,,0,,,0.076508,,0.3007155,0,0,0,0,1
1,South Africa,ZAF,0.0762513,9.011918,81.21467,731.8999,6595.82198,59441.00682,0.02174,0.110019,0.403006,0.000957,1213090,0.6772029,0.0821508,0.76666665,0,0,0.00145,0.797007,0.7273632,1,0,0,0,0
2,South Africa,ZAF,0.0722068,9.035399,81.63844,737.6359,6664.834084,60219.43522,0.019823,0.112621,0.478125,0.010987,1213090,0.5616638,0.0681349,0.89999998,0,0,0.0020202,0.882482,0.7027044,0,1,0,0,0
3,South Africa,ZAF,0.0710834,9.072863,82.31683,746.8494,6776.062644,61478.28805,0.02974,0.11227,0.555138,0.017966,1213090,0.6209376,0.0753253,0.89999998,0,0,0.0021064,0.86742,0.6944963,0,0,1,0,0
4,South Africa,ZAF,0.0729259,9.214928,84.91489,782.4846,7210.53991,66444.60611,0.069055,0.105244,0.627325,0.022965,1213090,0.8156163,0.0989416,0.89999998,0,0,0.0021447,0.930286,0.6901669,0,0,0,1,0
5,South Africa,ZAF,0.0700062,9.265406,85.84774,795.4141,7369.835896,68284.52173,0.084134,0.100476,0.595573,0.01082,1213090,1.144155,0.1387963,0.89999998,0,0,0.0025075,1.01894,0.6577201,0,0,0,0,1
1,South Korea,KOR,0.0548022,9.569777,91.58062,876.4061,8387.012126,80261.83575,0.000257,0.194139,0.496195,0.00177,96726.84,,,0.60000002,0,0,-0.0001011,0.954301,8.57E-17,1,0,0,0,0
2,South Korea,KOR,0.0445685,9.77991,95.64664,935.4155,9148.279668,89469.35181,0.000215,0.179494,0.615183,0.009134,96726.84,1.023806,0.0099029,0.68000001,0,0,-0.0001163,1.01844,9.00E-17,0,1,0,0,0
3,South Korea,KOR,0.0436778,10.00054,100.0107,1000.161,10002.16017,100027.0029,0.000219,0.173552,0.656332,0.008869,96726.84,1.201954,0.0116261,0.80000001,0,0,-0.0002248,0.977831,8.22E-17,0,0,1,0,0
4,South Korea,KOR,0.0421383,10.15399,103.1035,1046.912,10630.33438,107940.309,0.000438,0.164202,0.82465,0.010655,96726.84,1.500361,0.0145125,0.80000001,0,0,,0.968088,4.04E-17,0,0,0,1,0
5,South Korea,KOR,0.0351798,10.23241,104.7023,1071.357,10962.5537,112173.3441,0.000543,0.155073,1.0518,0.00819,96726.84,1.477757,0.0142939,0.80000001,0,0,,0.970121,1.15E-16,0,0,0,0,1
4,South Sudan,SSD,0.0272507,8.123285,65.98776,536.0374,4354.384363,35371.90518,0,,0.96051,,619745,1.474089,0.0913559,,,,,,0.455457,0,0,0,1,0
5,South Sudan,SSD,0.0209535,7.907062,62.52163,494.3624,3908.954152,30908.34283,0.010681,,0.798505,,619745,1.543011,0.0956273,0,,,0.0636743,,0.5533371,0,0,0,0,1
1,Spain,ESP,0.0472864,9.87002,97.41729,961.5106,9490.129326,93667.76625,0.001648,0.300263,0.382337,0.019002,499126.8,,,1,1,9.87002,,1.10431,0.2532749,1,0,0,0,0
2,Spain,ESP,0.0451978,9.980517,99.61073,994.1666,9922.295457,99029.63848,0.001329,0.280022,0.500106,0.019157,499126.8,1.03237,0.0515283,1,1,9.980517,,1.13436,0.2395388,0,1,0,0,0
3,Spain,ESP,0.045017,10.17256,103.4809,1052.666,10708.31259,108930.9523,0.00116,0.26219,0.561237,0.04367,499126.8,0.9889005,0.0493587,1,1,10.17256,,1.12998,0.2282501,0,0,1,0,0
4,Spain,ESP,0.0442602,10.31147,106.3264,1096.382,11305.30622,116574.3259,0.001045,0.253344,0.539315,0.035223,499126.8,1.128022,0.0563026,1,1,10.31147,,1.18712,0.2206927,0,0,0,1,0
5,Spain,ESP,0.0408541,10.27139,105.5015,1083.648,11130.55649,114326.2866,0.001668,0.250202,0.564157,0.026342,499126.8,1.474067,0.0735746,1,1,10.27139,,1.27984,0.2030276,0,0,0,0,1
1,Sri Lanka,LKA,0.0782079,8.112062,65.80556,533.8188,4330.370397,35128.23314,0.019852,0.141817,0.764607,0.015217,62710,,,0.5,0,0,0.0162153,0.749678,0.5862756,1,0,0,0,0
2,Sri Lanka,LKA,0.0713577,8.267802,68.35655,565.1584,4672.617916,38632.27975,0.017318,0.142083,0.795786,0.012986,62710,0.9469644,0.0059384,0.5,0,0,0.008206,0.765655,0.5325679,0,1,0,0,0
3,Sri Lanka,LKA,0.0643006,8.436739,71.17857,600.515,5066.388109,42743.79415,0.006887,0.147249,0.801379,0.011274,62710,0.6895417,0.0043241,0.54000002,0,0,0.0070936,,0.4792927,0,0,1,0,0
4,Sri Lanka,LKA,0.0617309,8.66795,75.13335,651.2521,5645.021365,48930.76294,0.007346,0.173816,0.65198,0.01497,62710,1.089757,0.0068339,0.58000004,0,0,0.0083137,,0.4702459,0,0,0,1,0
5,Sri Lanka,LKA,0.0609852,8.893252,79.08994,703.3668,6255.217207,55629.22294,0.007927,0.194015,0.576857,0.013878,62710,1.104798,0.0069282,0.40000001,0,0,0.0039222,0.985509,0.4340952,0,0,0,0,1
1,Sudan,SDN,0.1177595,7.490836,56.11262,420.3304,3148.62657,23585.84526,0,0.059649,0.152488,0.002582,2376000,0.7553418,0.1794692,-0.69999999,1,7.490836,0.0184973,,0.176043,1,0,0,0,0
2,Sudan,SDN,0.1184992,7.585621,57.54165,436.4891,3311.041019,25116.30229,0.008163,0.069284,0.204853,0.015391,2376000,0.4972972,0.1181578,-0.69999999,1,7.585621,0.0068881,,0.185391,0,1,0,0,0
3,Sudan,SDN,0.1184065,7.735004,59.83029,462.7876,3579.663228,27688.70939,0.133204,0.071716,0.309564,0.054119,2376000,0.3747125,0.0890317,-0.63999999,1,7.735004,0.0108655,,0.2105796,0,0,1,0,0
4,Sudan,SDN,0.1062727,7.938651,63.02217,500.311,3971.795134,31530.69541,0.219859,0.079852,0.43506,0.041173,2376000,0.6505734,0.1545762,-0.40000001,1,7.938651,0.0292955,,0.2066844,0,0,0,1,0
5,Sudan,SDN,0.1002385,8.034391,64.55145,518.6316,4166.888244,33478.4094,0.17012,0.079909,0.322532,0.034145,2376000,0.5571983,0.1323903,-0.26666668,1,8.034391,0.0147535,,0.2066377,0,0,0,0,1
1,Suriname,SUR,0.1374916,9.099202,82.79548,753.3728,6855.091018,62375.8579,0.212194,0.003654,0.51476,-0.097587,156000,,,0.5,0,0,0.0327096,0.574133,0.4467966,1,0,0,0,0
2,Suriname,SUR,0.1328892,9.099923,82.8086,753.5519,6857.264003,62400.57442,0.086887,0.003654,0.617229,-0.015443,156000,0.6525825,0.0101803,0.5,0,0,0.0294783,,0.4134061,0,1,0,0,0
3,Suriname,SUR,0.1244192,9.1607,83.91842,768.7515,7042.301969,64512.41565,0.070848,0.003423,0.657652,-0.070848,156000,0.5836177,0.0091044,0.5,0,0,0.008109,0.73864,0.3726254,0,0,1,0,0
4,Suriname,SUR,0.117743,9.357376,87.56049,819.3364,7666.838639,71741.49188,0.064661,0.003192,0.755788,-0.044054,156000,0.8778166,0.0136939,0.5,0,0,0.0222975,0.737538,0.3511295,0,0,0,1,0
5,Suriname,SUR,0.1068747,9.488954,90.04024,854.3876,8107.246262,76929.28685,0.190546,0.003718,,0.000316,156000,1.204524,0.0187906,0.5,0,0,0.0141265,0.853625,0.2976809,0,0,0,0,1
1,Swaziland,SWZ,0.0386646,8.479467,71.90137,609.6853,5169.805657,43837.19646,0.032253,0.103682,1.34549,0.055174,17200,0.5599948,0.0009632,-0.93333334,0,0,0.0218488,0.476892,0.0414052,1,0,0,0,0
2,Swaziland,SWZ,0.0381288,8.534562,72.83875,621.6469,5305.483288,45279.97606,0.029414,0.103488,1.41894,0.039085,17200,0.4311706,0.0007416,-0.89999998,0,0,0.0114735,0.462005,0.0275838,0,1,0,0,0
3,Swaziland,SWZ,0.0327768,8.573242,73.50048,630.1375,5402.320324,46315.3995,0.019103,0.103488,1.8365,0.030458,17200,0.6561946,0.0011287,-0.89999998,0,0,0.0078161,0.424466,0.0188464,0,0,1,0,0
4,Swaziland,SWZ,0.0334403,8.650916,74.83835,647.4203,5600.778277,48451.86241,0.022678,0.10314,1.49902,0.018299,17200,0.7867262,0.0013532,-0.89999998,0,0,0.0105648,0.512336,0.0135508,0,0,0,1,0
5,Swaziland,SWZ,0.0274378,8.65148,74.8481,647.5468,5602.239,48467.65867,0.022339,0.101744,1.22931,0.0265,17200,1.054648,0.001814,-0.89999998,0,0,0.0182712,0.589474,0.012153,0,0,0,0,1
1,Sweden,SWE,0.0432157,10.18302,103.694,1055.918,10752.42413,109492.15,0.010797,0.067578,0.586306,0.015118,410340,,,1,0,0,,1.13103,0.0161718,1,0,0,0,0
2,Sweden,SWE,0.0429831,10.28171,105.7136,1086.916,11175.35688,114901.7786,0.008911,0.067719,0.724047,0.082668,410340,1.348846,0.0553485,1,0,0,,1.43532,0.0159463,0,1,0,0,0
3,Sweden,SWE,0.0444725,10.42461,108.6725,1132.868,11809.71088,123111.6301,0.008667,0.065278,0.793818,0.04652,410340,1.253675,0.0514433,1,0,0,,1.36798,0.0172565,0,0,1,0,0
4,Sweden,SWE,0.0450882,10.51639,110.5944,1163.053,12231.13428,128627.3782,0.010928,0.064551,0.878811,0.059815,410340,1.347933,0.0553111,1,0,0,,1.02298,0.0148343,0,0,0,1,0
5,Sweden,SWE,0.0433836,10.55526,111.4136,1176,12412.97103,131022.1366,0.012869,0.063794,0.877598,0.008343,410340,1.767971,0.0725469,1,0,0,,0.978024,0.0183577,0,0,0,0,1
1,Switzerland,CHE,0.0505368,10.47382,109.701,1148.989,12034.28864,126044.9731,0.000759,0.10416,0.780041,0.00775,39775.79,,,1,1,10.47382,,0.99632,0.0598372,1,0,0,0,0
2,Switzerland,CHE,0.0480491,10.50266,110.3058,1158.505,12167.38431,127789.9005,0.000609,0.105371,0.850928,0.025301,39775.79,1.123328,0.0044681,1,1,10.50266,,0.983735,0.063491,0,1,0,0,0
3,Switzerland,CHE,0.0462688,10.56889,111.7015,1180.562,12477.21077,131870.2681,0.000724,0.102583,0.939122,0.03667,39775.79,1.05678,0.0042034,1,1,10.56889,,0.943359,0.0560935,0,0,1,0,0
4,Switzerland,CHE,0.0473875,10.6868,114.2077,1220.515,13043.39742,139392.1796,0.000498,0.101815,1.08027,0.065509,39775.79,1.218681,0.0048474,1,1,10.6868,,0.954707,0.0564198,0,0,0,1,0
5,Switzerland,CHE,0.0437408,10.77226,116.0417,1250.031,13465.64957,145055.4782,0.000459,0.10152,1.21521,0.033881,39775.79,1.576351,0.0062701,1,1,10.77226,,0.96097,0.0580745,0,0,0,0,1
1,Syria,SYR,0.0385113,8.482798,71.95786,610.4039,5177.93389,43923.36725,0.236418,0.260257,0.703706,0.012352,183706.1,,,-0.89999998,0,0,0.0083337,0.451321,0.0598619,1,0,0,0,0
2,Syria,SYR,0.0357943,8.526407,72.69962,619.8666,5285.234214,45064.058,0.233516,0.258124,0.661694,0.008541,183706.1,0.5243967,0.0096335,-0.89999998,0,0,0.0040842,0.425446,0.0564501,0,1,0,0,0
3,Syria,SYR,0.0365191,8.496732,72.19445,613.4169,5212.039287,44285.30099,0.258908,0.252065,0.678208,0.008561,183706.1,0.5141078,0.0094445,-0.69999999,0,0,0.0021802,0.533251,0.0700357,0,0,1,0,0
4,Syria,SYR,0.0392018,8.590428,73.79546,633.9346,5445.768916,46781.48578,0.276765,0.255413,0.789056,0.022611,183706.1,0.6850724,0.0125852,-0.69999999,0,0,0.0010347,0.716163,0.08082,0,0,0,1,0
5,Syria,SYR,0.0370647,8.664394,75.07173,650.451,5635.763652,48830.47677,,0.255242,,,183706.1,0.8723608,0.0160258,-0.69999999,0,0,0.0011809,0.724648,0.0963931,0,0,0,0,1
1,Taiwan,TWN,0.0181838,9.750177,95.06596,926.91,9037.535141,88117.56726,,,,,36193,,,0.69999999,,,,,0.1714513,1,0,0,0,0
2,Taiwan,TWN,0.0159329,9.948925,98.98111,984.7556,9797.259871,97472.20366,,,,,36193,,,0.83999997,,,,,0.1675326,0,1,0,0,0
3,Taiwan,TWN,0.0149927,10.11346,102.282,1034.425,10461.62249,105803.2006,,,,,36193,,,0.91999996,,,,,0.1643335,0,0,1,0,0
4,Taiwan,TWN,0.0150173,10.30255,106.1425,1093.539,11266.23806,116070.9809,,,,,36193,,,1,,,,,0.1646286,0,0,0,1,0
5,Taiwan,TWN,0.013166,10.44769,109.1543,1140.41,11914.64513,124480.5187,,,,,36193,,,1,,,,,0.1603279,0,0,0,0,1
1,Tajikistan,TJK,0.0192861,7.425665,55.14051,409.455,3040.474817,22577.54743,0.005564,0.061422,0.633596,0.006365,139960,,,-0.60000002,0,0,0.0056554,0.924951,0.6675878,1,0,0,0,0
2,Tajikistan,TJK,0.0229991,6.895544,47.54853,327.873,2260.862425,15589.87633,0.006273,0.057645,1.43159,0.014748,139960,0.3029847,0.0042406,-0.38,0,0,0.0273635,0.77687,0.6597639,0,1,0,0,0
3,Tajikistan,TJK,0.0181036,7.133304,50.88403,362.9713,2589.184098,18469.43728,0.009761,0.055845,1.50533,0.043414,139960,0.5288095,0.0074012,-0.18000001,0,0,0.0315751,0.770383,0.6649141,0,0,1,0,0
4,Tajikistan,TJK,0.0182016,7.427886,55.1735,409.8225,3044.114046,22611.33211,0.011734,0.053201,0.813181,0.063194,139960,0.8655297,0.012114,-0.30000001,0,0,0.0292589,0.82219,0.666558,0,0,0,1,0
5,Tajikistan,TJK,0.0167325,7.586502,57.55501,436.6411,3312.579475,25130.89081,0.018767,0.060708,0.812014,0.011182,139960,1.097525,0.015361,-0.30000001,0,0,0.0307437,0.856525,0.6748992,0,0,0,0,1
1,Tanzania,TZA,0.0891527,6.761208,45.71393,309.0814,2089.763727,14129.32723,0.098759,0.100098,0.60575,0.006178,885800,0.5599948,0.0496043,-0.5,0,0,0.0682619,0.053323,0.7752161,1,0,0,0,0
2,Tanzania,TZA,0.0944937,6.776989,45.92758,311.2507,2109.342596,14294.99157,0.081166,0.099871,0.464345,0.027638,885800,0.7086982,0.0627765,-0.1,0,0,0.0496956,0.053744,0.7634247,0,1,0,0,0
3,Tanzania,TZA,0.0979035,6.912268,47.77945,330.2644,2282.875738,15779.84891,0.048576,0.098826,0.392586,0.033706,885800,0.8423641,0.0746166,-0.1,0,0,0.0566354,,0.7592704,0,0,1,0,0
4,Tanzania,TZA,0.0977308,7.118556,50.67385,360.7246,2567.838012,18279.29869,0.089612,0.117918,0.592929,0.048039,885800,1.019036,0.0902662,-0.1,0,0,0.0510525,,0.7556639,0,0,0,1,0
5,Tanzania,TZA,0.0980843,7.260927,52.72106,382.8037,2779.510262,20181.82111,0.122365,0.141868,0.741801,0.065167,885800,1.127174,0.0998451,-0.1,0,0,0.044567,0.333096,0.7342724,0,0,0,0,1
1,Thailand,THA,0.1022966,8.860306,78.50502,695.5785,6163.038544,54606.40739,0.011612,0.333947,0.802331,0.014286,510890,,,0.89999998,0,0,0.0021769,0.380137,0.7137913,1,0,0,0,0
2,Thailand,THA,0.0962203,8.997183,80.9493,728.3157,6552.789484,58956.64615,0.014498,0.318828,0.951405,0.033223,510890,0.3822114,0.0195268,0.89999998,0,0,0.0020994,0.552939,0.6810024,0,1,0,0,0
3,Thailand,THA,0.0929991,9.049695,81.89698,741.1427,6707.115266,60697.34749,0.03434,0.301517,1.26592,0.034125,510890,0.4616166,0.0235835,0.89999998,0,0,0.0001969,0.645862,0.6611162,0,0,1,0,0
4,Thailand,THA,0.098051,9.249001,85.54401,791.1966,7317.779272,67682.1478,0.056625,0.299655,1.41401,0.037385,510890,0.7428526,0.0379516,0.22,0,0,-0.0005471,0.75784,0.6647872,0,0,0,1,0
5,Thailand,THA,0.0793222,9.365633,87.71508,821.5073,7693.935521,72058.57641,0.043656,0.313701,1.44439,0.022983,510890,1.322827,0.0675819,0.60000002,0,0,-0.0001251,0.859451,0.5777383,0,0,0,0,1
1,Togo,TGO,0.0941106,6.909457,47.7406,329.8616,2279.16451,15747.78918,0.07519,0.398358,0.614559,-0.000559,54390,0.9376657,0.0051,-0.23333333,0,0,0.0632413,0.20051,0.3893327,1,0,0,0,0
2,Togo,TGO,0.0883327,7.067494,49.94948,353.0176,2494.949697,17633.04201,0.093441,0.432065,0.723854,0.018362,54390,0.5314357,0.0028905,-0.2,0,0,0.0404161,0.247947,0.414293,0,1,0,0,0
3,Togo,TGO,0.0846336,7.010857,49.15211,344.5984,2415.930495,16937.74322,0.072063,0.43758,0.897573,0.03342,54390,0.6740837,0.0036663,-0.2,0,0,0.0166982,0.379036,0.4249828,0,0,1,0,0
4,Togo,TGO,0.0943828,6.992263,48.89175,341.864,2390.402422,16714.32241,0.086047,0.414047,0.923891,0.028425,54390,0.9122037,0.0049615,-0.40000001,0,0,0.0424893,0.453124,0.4425372,0,0,0,1,0
5,Togo,TGO,0.0893976,7.036697,49.51511,348.4229,2451.74559,17252.19084,0.092203,0.468836,0.966188,0.036288,54390,1.043405,0.0056751,-0.2,0,0,0.0619036,0.549405,0.4200395,0,0,0,0,1
1,Tonga,TON,0.0552023,8.166788,66.69643,544.6956,4448.413273,36329.24814,0.001075,0.222222,0.67918,0.013002,720,,,,,,0.2125434,1.06938,,1,0,0,0,0
2,Tonga,TON,0.0368944,8.253934,68.12743,562.3193,4641.346238,38309.36552,0.000812,0.213889,0.736648,0.002298,720,,,,,,0.1728728,1.0052,,0,1,0,0,0
3,Tonga,TON,0.0303755,8.367,70.00668,585.7459,4900.936505,41006.13574,0.000518,0.208333,0.689595,0.01311,720,,,,,,0.1228081,1.09672,,0,0,1,0,0
4,Tonga,TON,0.0320954,8.371944,70.08945,586.785,4912.530488,41127.43014,0.0006,0.211111,0.71624,0.036324,720,,,,,,0.122855,1.03409,,0,0,0,1,0
5,Tonga,TON,0.0317925,8.415046,70.813,595.8946,5014.480853,42197.08705,0.000676,0.222222,0.768828,0.010153,720,,,,,,0.2421949,1.04144,,0,0,0,0,1
1,Trinidad and Tobago,TTO,0.0391817,9.385522,88.08802,826.7521,7759.499833,72826.9564,0.195318,0.077973,0.789245,0.073068,5130,,,0.89999998,0,0,0.0011592,0.798081,0.2507233,1,0,0,0,0
2,Trinidad and Tobago,TTO,0.0378169,9.517332,90.57961,862.0762,8204.665458,78086.52511,0.184849,0.072125,0.986925,0.101439,5130,0.4544771,0.0002331,0.95999998,0,0,0.0021589,,0.2367814,0,1,0,0,0
3,Trinidad and Tobago,TTO,0.0360657,9.812713,96.28933,944.8596,9271.636308,90979.90613,0.359388,0.058869,0.972473,0.087843,5130,0.410668,0.0002107,1,0,0,-0.0002887,0.855219,0.2287597,0,0,1,0,0
4,Trinidad and Tobago,TTO,0.0275011,10.15541,103.1324,1047.352,10636.28208,108015.8054,0.572901,0.048733,1.0477,0.056072,5130,0.3754674,0.0001926,1,0,0,0.0003348,,0.1795156,0,0,0,1,0
5,Trinidad and Tobago,TTO,0.0236528,10.16062,103.2382,1048.964,10658.12569,108293.165,0.362429,0.048733,0.94927,0.060831,5130,,,1,0,0,0.0001394,,0.1321224,0,0,0,0,1
1,Tunisia,TUN,0.0807464,8.575709,73.54279,630.6816,5408.541204,46382.07548,0.037493,0.1872,0.890718,0.033341,155360,0.6772029,0.010521,-0.36666667,0,0,0.0085156,0.491188,0.0156264,1,0,0,0,0
2,Tunisia,TUN,0.0754491,8.684036,75.41248,654.8848,5687.042328,49386.48031,0.027957,0.184346,0.83564,0.017645,155360,0.7400213,0.011497,-0.30000001,0,0,0.0047631,0.635518,0.014644,0,1,0,0,0
3,Tunisia,TUN,0.0722469,8.856518,78.4379,694.6867,6152.505895,54489.77921,0.038644,0.180098,0.853376,0.025684,155360,0.5219882,0.0081096,-0.36000001,0,0,0.006833,0.787222,0.0139349,0,0,1,0,0
4,Tunisia,TUN,0.0692317,9.043432,81.78367,739.605,6688.567426,60487.60469,0.074769,0.17724,0.99606,0.049666,155360,0.847634,0.0131688,-0.40000001,0,0,0.0052802,0.887269,0.0141235,0,0,0,1,0
5,Tunisia,TUN,0.0672017,9.135101,83.45007,762.3249,6963.91423,63616.05984,0.072339,0.182394,1.05992,0.024604,155360,0.8337815,0.0129536,-0.40000001,0,0,0.008906,0.900463,0.0143909,0,0,0,0,1
1,Turkey,TUR,0.0607514,8.768562,76.88769,674.1945,5911.715266,51837.24184,0.006125,0.319201,0.355001,0.004494,769630,,,0.83333331,0,0,0.0013026,0.564119,0.2792648,1,0,0,0,0
2,Turkey,TUR,0.061352,9.005261,81.09473,730.2793,6576.354533,59221.789,0.004494,0.317511,0.457652,0.004013,769630,0.7960976,0.0612701,0.74000001,0,0,0.0003446,0.643737,0.2722531,0,1,0,0,0
3,Turkey,TUR,0.0591481,9.204619,84.72502,779.8616,7178.327478,66073.76949,0.00367,0.308886,0.479037,0.007631,769630,1.192703,0.091794,0.69999999,0,0,0.000557,0.837154,0.2505631,0,0,1,0,0
4,Turkey,TUR,0.0608267,9.473646,89.74997,850.2595,8055.056852,76310.75712,0.004932,0.290259,0.494504,0.026791,769630,1.778811,0.1369026,0.69999999,0,0,0.0009939,0.857707,0.2480674,0,0,0,1,0
5,Turkey,TUR,0.0548951,9.651736,93.15601,899.1172,8678.041792,83758.16837,0.006761,0.270693,0.54116,0.016674,769630,2.255713,0.1736065,0.83333331,0,0,0.0021585,0.864627,0.2192247,0,0,0,0,1
